# https://archive.ics.uci.edu/ml/machine-learning-databases/zoo/zoo.data,,,,,,,,,,,,,,,,
#   1. animal name:     (deleted),,,,,,,,,,,,,,,,
#   2. hair     Boolean",,,,,,,,,,,,,,,,
#   3. feathers     Boolean",,,,,,,,,,,,,,,,
#   4. eggs     Boolean",,,,,,,,,,,,,,,,
#   5. milk     Boolean",,,,,,,,,,,,,,,,
#   6. airborne     Boolean",,,,,,,,,,,,,,,,
#   7. aquatic      Boolean",,,,,,,,,,,,,,,,
#   8. predator     Boolean",,,,,,,,,,,,,,,,
#   9. toothed      Boolean",,,,,,,,,,,,,,,,
#  10. backbone     Boolean",,,,,,,,,,,,,,,,
#  11. breathes     Boolean",,,,,,,,,,,,,,,,
#  12. venomous     Boolean",,,,,,,,,,,,,,,,
#  13. fins     Boolean",,,,,,,,,,,,,,,,
#  14. legs     Numeric (set of values: {0",2,4,5,6,8}),,,,,,,,,,,
#  15. tail     Boolean",,,,,,,,,,,,,,,,
#  16. domestic     Boolean",,,,,,,,,,,,,,,,
#  17. catsize      Boolean",,,,,,,,,,,,,,,,
#  18. type     Numeric (integer values in range [0",6]),,,,,,,,,,,,,,,
1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,0
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,3
1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,1,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,0
0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,3
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,3
1,0,0,1,0,0,0,1,1,1,0,0,4,0,1,0,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,1
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,3
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
0,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,6
0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,6
0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,0
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,3
0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,1
0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,1
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,0
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,1,1
0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,5
0,0,1,0,0,1,1,1,1,1,0,0,4,0,0,0,4
0,0,1,0,0,1,1,1,1,1,1,0,4,0,0,0,4
1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,1,1,1,1,0,0,2,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,5
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,0
1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,1,0
0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,1
0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,3
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,0,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,0
0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,0,1
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,3
1,0,1,0,1,0,0,0,0,1,1,0,6,0,1,0,5
1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,5
0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,1
0,0,1,0,1,0,1,0,0,1,0,0,6,0,0,0,5
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,6
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,5
0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0,4
0,0,1,0,0,1,1,0,0,0,0,0,8,0,0,1,6
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,0
0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,1
0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,1
0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1,1
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,3
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,3
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,2
1,0,1,1,0,1,1,0,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,0
0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1,0
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,0
0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,1
0,0,0,0,0,0,1,0,0,1,1,0,8,1,0,0,6
0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,3
1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0
1,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,0
0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,2
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,6
0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,1
0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,1
0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,2
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,3
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1
1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,6
0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,3
0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,1
0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,5
0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,4
0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,2
0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,2
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,3
1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,0
1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,0
0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,1
1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,5
1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1